CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,France,Spain,Germany,Female,Male
-0.3509881137016137,-0.8511738777353404,8,-1.2323648895939092,1,1,1,-0.1309666474613646,0,1,0,0,1,0
0.7723444302705985,0.5828450382409169,1,0.8532342385008298,1,0,0,-1.320707109959612,0,1,0,0,0,1
-2.2024065658039635,0.3916425161107493,8,-1.2323648895939092,1,0,1,0.08240073127650258,0,1,0,0,1,0
-0.10135865948556656,1.3476551267615875,0,0.7565505629201549,2,0,1,1.0428678799686715,0,1,0,0,1,0
-2.2024065658039635,-0.9467751388004242,6,1.282288084918727,1,1,0,1.399216657154971,0,1,0,0,1,0
-0.2365746138525921,1.060851343566336,4,1.0652265037042359,1,0,1,0.16448735742606563,1,1,0,0,1,0
-0.3613893409606157,0.4872437771758331,7,1.870818761630787,2,1,1,0.6477348847063162,0,0,1,0,1,0
-0.04935252319055673,1.060851343566336,6,1.101215065792245,2,1,1,-1.2581601727923675,0,0,0,1,0,1
-0.569413886140655,0.009237471850414018,9,-1.2323648895939092,1,1,0,-0.890317379060987,0,1,0,0,0,1
0.2106781582844924,0.8696488214361684,8,0.6261087086575456,2,0,0,-0.29465359036245126,0,1,0,0,1,0
0.3042892036155101,-0.18196505027975363,10,0.7560809408938451,1,1,0,-0.31959520970396627,1,1,0,0,1,0
-0.25737706837059604,2.208066476347342,3,-1.2323648895939092,1,1,1,-0.6112086574318428,0,0,1,0,0,1
1.52123279291874,-0.9467751388004242,1,-1.2323648895939092,2,1,1,0.570903217728059,0,1,0,0,1,0
0.7203382939755887,-0.0863637892146698,10,-1.2323648895939092,2,1,1,-0.7639372894194509,1,1,0,0,1,0
-0.6942286132486786,-0.37316757240992127,6,1.3633076816334802,2,1,1,0.8363691866521139,0,1,0,0,0,1
2.072497837645844,-0.9467751388004242,1,-1.2323648895939092,2,1,1,1.7018205929203019,0,0,1,0,1,0
-0.007747614154548871,-1.2335789219956756,4,2.2102498056358115,2,1,0,0.498547127799284,0,0,0,1,0,1
-1.7447525664078771,0.20043999398058165,1,0.6681980206324811,1,0,0,1.0956964560431186,1,0,0,1,0,1
1.0947824752996593,-0.9467751388004242,2,0.6533858142794001,2,1,0,-1.656910050720042,0,0,1,0,0,1
-0.9750617492417316,-0.0863637892146698,2,0.8538484090304493,1,0,0,0.03346941367196697,0,0,0,1,1,0
-1.3599071578248043,-0.8511738777353404,4,1.1000535382634242,2,0,0,0.7828473240037804,0,0,1,0,1,0
0.5851223396085632,-0.37316757240992127,2,-1.2323648895939092,3,1,1,-0.10441791122504053,0,1,0,0,0,1
-1.7031476573718691,0.4872437771758331,6,-0.24154191575733341,1,1,1,-0.8185816988685524,0,0,1,0,0,1
0.40830147620552976,-1.2335789219956756,8,0.6358157830926106,1,1,1,-0.29391943014459526,0,0,1,0,0,1
-0.37179056821961765,1.9212626931520904,8,-1.2323648895939092,2,1,1,1.1379364972342132,0,1,0,0,0,1
1.4796278838827321,0.009237471850414018,3,0.9811146932847838,1,0,0,-0.2809661375445955,0,1,0,0,0,1
2.072497837645844,1.3476551267615875,7,-0.1818641025090744,2,0,0,1.434610971737539,1,0,1,0,1,0
-1.401512066860812,0.10483873291549785,9,-1.2323648895939092,2,0,1,-1.1633411456506408,0,1,0,0,1,0
-0.41339547725562553,0.9652500825012522,3,-1.2323648895939092,2,1,1,0.7438274302358995,0,1,0,0,0,1
-0.9646605219827297,-0.7555726166702565,7,-1.2323648895939092,1,1,0,1.7065589788039899,0,1,0,0,0,1
0.2730855218385042,-1.042376399865508,0,1.0802184320297659,2,1,0,-1.5896549915586868,1,0,0,1,0,1
0.4187027034645317,-0.18196505027975363,7,0.74421752400829,1,1,1,-0.034599813691184825,1,0,0,1,1,0
-0.04935252319055673,-1.3291801830607595,5,1.7048105875192825,2,1,1,-1.0020850540181525,1,0,1,0,0,1
-0.4237967045146275,-0.7555726166702565,6,0.498758425661843,1,1,1,0.7128676451284446,0,1,0,0,1,0
-1.6615427483358614,1.7300601710219228,4,0.5671791748280887,1,1,1,-1.0248327152956935,1,0,0,1,1,0
0.08586343117646882,-0.37316757240992127,6,-1.2323648895939092,2,1,1,-0.717856343208003,0,1,0,0,0,1
1.0739800207816554,2.4948702595425933,1,0.9549180074204485,1,1,1,0.37182596064360074,1,0,0,1,0,1
-0.4445991590326314,1.634458909956839,5,-1.2323648895939092,2,0,1,0.9332875537202848,0,0,1,0,1,0
-0.03895129593155477,1.1564526046314199,4,0.8741365945172611,1,1,0,-1.2221758862934367,0,0,0,1,0,1
0.9699677481916359,0.20043999398058165,7,1.8257890118796283,2,1,1,0.6645836964722295,0,0,0,1,0,1
-0.17416725029858032,0.20043999398058165,8,-0.13678376078175697,1,1,1,-1.6309326758472946,0,1,0,0,1,0
-0.028550068672552803,-0.6599713556051727,8,1.291435756645982,3,1,0,1.5800315701137635,1,0,0,1,1,0
-0.018148841413550835,-0.9467751388004242,2,-0.5092653382402889,1,1,1,1.2756758073609304,0,0,1,0,0,1
-0.41339547725562553,2.781674042737845,5,0.09341968852534308,2,1,1,0.80523303611919,0,1,0,0,0,1
-1.5055243394508318,-0.6599713556051727,3,-1.2323648895939092,1,1,1,-0.33618503910447095,0,1,0,0,1,0
-0.6214200224356649,1.634458909956839,9,0.837609669559146,1,1,1,1.6713008517245211,1,1,0,0,1,0
1.209195975148681,0.7740475603710846,2,-1.2323648895939092,1,1,0,-0.9042737282770434,1,0,1,0,0,1
0.1794744765074865,-1.3291801830607595,8,-1.2323648895939092,2,1,1,0.6080669262685154,0,0,1,0,0,1
1.0843812480406574,-0.9467751388004242,9,0.6473420807465571,1,1,1,-1.3616931129676362,0,1,0,0,0,1
1.0427763390046496,-0.7555726166702565,8,-1.2323648895939092,2,0,0,-1.4366866834800562,0,1,0,0,0,1
1.0219738844866457,0.6784462993060008,10,0.02257887619479035,2,1,1,-0.4640593648112996,0,0,0,1,0,1
0.4187027034645317,-1.1379776609305918,3,1.3431470200484776,2,1,0,0.7342643889901869,0,0,0,1,0,1
1.177992293371675,0.4872437771758331,1,-1.2323648895939092,2,1,1,-1.5424904589560418,0,1,0,0,1,0
-0.8294445676157041,0.2960412550456655,4,0.5154728903184849,3,1,0,-0.7756116717891988,1,1,0,0,1,0
-0.8086421130977002,-0.27756631134483745,1,-1.2323648895939092,1,1,1,-0.7521855080217607,0,1,0,0,1,0
0.4811100670185435,0.3916425161107493,7,0.6206174716262436,2,1,0,-0.6263691268062069,0,0,0,1,0,1
-1.3183022487887965,-0.7555726166702565,10,-0.15244334258313152,2,1,1,1.0724461359099504,0,0,0,1,1,0
-0.6734261587306747,1.7300601710219228,3,-1.2323648895939092,2,0,1,-1.63657932627911,0,0,1,0,1,0
0.20027693102549043,-0.7555726166702565,2,-0.30837777088950796,1,1,1,1.421734556374282,1,1,0,0,1,0
0.39790024894652776,0.5828450382409169,0,0.858301466589089,2,1,0,0.8819079918071638,0,0,0,1,0,1
-1.203888748939775,0.5828450382409169,2,-1.2323648895939092,2,1,0,0.4436364309079799,0,1,0,0,0,1
-0.6422224769536687,0.6784462993060008,9,-1.2323648895939092,2,1,0,1.2266430883332704,0,1,0,0,0,1
-1.8175611572208907,2.8772753038029286,1,0.45891250645828013,1,0,1,0.593252404459495,0,0,1,0,1,0
-1.0062654310187376,0.6784462993060008,7,0.17462768012274357,3,0,1,-0.056048910603288205,1,0,1,0,1,0
-1.0894752490907533,0.5828450382409169,2,-1.2323648895939092,1,0,0,1.6982233643901676,1,0,1,0,1,0
0.06506097665846489,0.4872437771758331,6,-0.003782273744422546,1,1,0,-0.36664251321709806,0,1,0,0,0,1
-0.548611431622651,2.3992689984775097,9,-1.2323648895939092,1,0,1,-1.5126789623485362,1,1,0,0,1,0
-1.6927464301128672,0.3916425161107493,10,0.5785247868528977,1,1,1,-1.2491634489286354,0,1,0,0,0,1
-1.3599071578248043,-0.0863637892146698,5,-1.2323648895939092,2,1,0,1.096353391163432,0,1,0,0,0,1
1.0531775662636516,-0.27756631134483745,2,0.6935425127650797,1,1,0,0.42096703831038085,0,1,0,0,1,0
-0.6422224769536687,-0.18196505027975363,5,-1.2323648895939092,1,1,0,-0.67531714172913,0,1,0,0,0,1
-1.203888748939775,-0.37316757240992127,8,0.678725648738003,1,1,1,0.6154525328382419,0,0,1,0,0,1
-1.7967587027028868,-0.6599713556051727,6,-0.08903055661878788,1,1,1,0.18161619713577087,0,1,0,0,1,0
-1.0374691127957434,-1.1379776609305918,2,0.596546612417255,1,1,1,-0.2612775641399871,1,0,1,0,0,1
0.31469043087451204,-1.3291801830607595,5,-1.2323648895939092,1,0,1,-0.16159457336586522,0,1,0,0,0,1
0.09626465843547077,-1.520382705190927,6,1.434883924626985,2,0,0,-0.16796477426114406,0,0,0,1,1,0
-0.6838273859896766,0.2960412550456655,2,-1.2323648895939092,2,1,1,-1.4174277181631296,0,1,0,0,0,1
0.23148061280249632,-1.3291801830607595,3,0.506149190636088,2,1,1,0.05952297005985803,0,0,0,1,1,0
-1.713548884630871,-1.4247814441258433,1,-1.2323648895939092,1,1,0,-0.023462702326639003,0,0,1,0,0,1
-0.7670372040616923,0.10483873291549785,1,-1.2323648895939092,2,1,1,0.15019358323425921,0,0,1,0,1,0
0.8243505665656083,0.5828450382409169,6,1.2230479324166017,1,0,0,1.0840452064165536,0,0,0,1,0,1
-1.8487648389978968,0.10483873291549785,8,1.2181538413134183,2,1,0,-0.47096961959817824,0,0,0,1,0,1
0.5955235668675651,-0.4687688334750051,3,-1.2323648895939092,1,0,1,0.3705787057461253,1,1,0,0,0,1
-1.4951231121918298,-0.7555726166702565,9,0.5598706418912824,1,1,0,0.8676597873801235,0,0,0,1,0,1
-1.7031476573718691,0.5828450382409169,2,-1.2323648895939092,2,1,0,-0.3944045879229228,0,1,0,0,0,1
1.0115726572276438,0.009237471850414018,3,1.295170729362067,1,0,1,-0.04204646983126587,0,1,0,0,1,0
-0.7670372040616923,-0.37316757240992127,10,-1.2323648895939092,2,1,1,-1.3043061689733675,0,1,0,0,1,0
1.1571898388536712,-0.9467751388004242,10,0.6234022788472365,2,1,0,0.8366869574926783,0,0,1,0,0,1
-0.3925930227376216,1.9212626931520904,8,0.23585858673434515,1,0,0,-1.2555466946039044,1,0,0,1,0,1
0.3562953399105199,-0.4687688334750051,6,0.10493811631633153,1,0,0,-1.5738692423967862,0,0,1,0,0,1
1.0011714299686418,-0.18196505027975363,1,-1.2323648895939092,2,0,1,1.3984009235795756,0,0,1,0,0,1
-0.07015497770856066,-0.5643700945400889,2,-1.2323648895939092,1,1,0,-0.06489605432313138,0,1,0,0,0,1
-0.08055620496756263,-0.8511738777353404,5,0.28449128823523223,1,1,1,1.1385948237977253,0,1,0,0,0,1
1.3860168385517144,-0.0863637892146698,1,0.9923172022913157,1,1,1,1.2456378533727928,0,0,0,1,0,1
-1.0686727945727492,0.20043999398058165,4,0.09421775687306291,1,0,1,-0.7736361703074629,0,1,0,0,1,0
1.1259861570766654,0.6784462993060008,2,-1.2323648895939092,1,1,1,0.6649077288071888,0,1,0,0,1,0
2.072497837645844,-0.8511738777353404,9,0.7196049291307848,1,0,0,-1.0407692621142826,0,1,0,0,0,1
1.0219738844866457,2.5904715206076774,6,1.6992751828897468,2,1,1,1.6571773553941886,0,0,0,1,0,1
-1.0582715673137473,-1.3291801830607595,5,-1.2323648895939092,2,0,0,1.5776541154779256,0,1,0,0,1,0
0.023456067622457024,-0.0863637892146698,8,0.40799369007282027,1,1,1,1.1543626581284392,0,1,0,0,1,0
-0.9334568402057237,-0.6599713556051727,6,1.4469956437193372,1,1,0,0.6835508065781724,0,0,0,1,0,1
0.1482707947304806,-0.37316757240992127,8,0.5493486351164447,1,1,0,1.202489721563971,0,1,0,0,0,1
